,chunk_start,chunk_end,text,confidence,episode_id,chunk_number,paragraph_number
227,1981.888,1996.466,those constraints but the problem is is that we're not able to specify abstract Notions like that high-low abstract Notions like that yet to our AI systems and I think there's still something missing there in terms of,0.79,,227,58
228,1996.229,2003.812,high-level Concepts or abstractions that they truly understand and you know combined a bond and compositional so,0.76,,228,58
229,2003.728,2012.157,for the moment I think AI is capable of doing interpolation extrapolation but not true invention so coming up with rulesets.,0.88,,229,58
230,2012.64,2021.933,And optimizing with complicated objectives around those rulesets we can't currently do but you could take a specific rule set,0.8,,230,59
231,2021.885,2033.366,and then run kind of self play experiment to see how long just observe how an AI system from scratch learns how long is that journey of learning and maybe.,0.91,,231,59
232,2033.399,2044.988,If it satisfies some of those other things you mentioned towards the quick links to learn and so on and you could see a long journey to master for even an AI system that you could say that this is a promising game.,0.75,,232,59
233,2045.264,2052.289,But it would be nice to do almost like Alpha codes of programming yeah rules so generating rules that kind of,0.9,,233,60
234,2052.205,2065.198,that that automate even that part of the generation of rules so I have thought about systems actually I think the amazing in for a games designer if you could have a system that takes your game,0.84,,234,60
235,2065.06,2071.842,plays it tens of millions of times maybe overnight and then self balances the rules better so get tweaks the rules.,0.8,,235,60
236,2071.848,2077.45,And maybe the equations and and and the parameters so that the game,0.8300000000000001,,236,60
237,2077.375,2088.802,it's more balanced the units in the game or some of the rules could be tweaked so it's a bit of like a giving a base set and then allowing Monte Carlo tree search or something like that to sort of explore it.,0.84,,237,60
238,2088.961,2096.94,Right and I think that would be super super powerful tool actually for for balancing Auto balancing a game which usually takes,0.8200000000000001,,238,61
239,2096.82,2108.4,thousands of hours from hundreds of games human games testers normally to to balance some other one you know game like Starcraft which is you know blizzard are amazing at balancing their games but it takes them years and years and years.,0.84,,239,61
240,2108.451,2115.134,So one could imagine at some point when this this stuff becomes efficient enough to you know you might better do that like overnight,0.88,,240,61
241,2115.041,2124.253,do you think a game that is optimal design a Nai system would look very much like planet Earth,0.76,,241,61
242,2124.223,2129.852,say p maybe it's only the sort of game I would love to make is is and I've tried.,0.8,,242,61
243,2129.966,2144.265,It might make it my games career the game's design career you know my first big game was designing a theme park amusement park then with games like Republic I tried to you know have games where we designed whole cities and and allows you to play in.,0.72,,243,61
244,2144.343,2151.071,So and of course people like will right have written games like Sim Earth trying to simulate the whole of Earth pretty tricky.,0.78,,244,61
245,2151.077,2154.87,But I say mirth I haven't actually played that one so what is it does it,0.75,,245,61
246,2154.804,2162.576,isn't afraid of evolution or yeah it has Evolution and it sort of tries to it sort of treats it as an entire biosphere but from quite high level.,0.8,,246,61
247,2162.654,2173.315,So nice to be able to sort of zoom in zoom out and zoom in exactly so obviously it couldn't do that was in the night I think he wrote that in the 90s so it couldn't hit you no it wasn't it wasn't able to do that.,0.85,,247,61
248,2173.483,2180.328,But that would be obviously the ultimate Sandbox game of course and that topic do you think we're living in a simulation.,0.75,,248,62
249,2180.658,2183.659,Yes well it's okay so I'm going to jump around,0.77,,249,63
250,2183.638,2191.572,from the absurdly philosophical To The Shore Technical very very happy too so I think my answer to that question is a little bit complex because.,0.74,,250,63
251,2191.776,2197.487,There is simulation Theory which obviously Nick Bostrom I think famously first proposed.,0.85,,251,64
252,2197.519,2205.57,And I don't quite believe it in the in that sense so in the in the sense that are we in some sort of computer game,0.86,,252,64
253,2205.486,2216.913,or have our descendants somehow recreated Earth in the you know 21st century and and some for some kind of experimental reason I think that but I do think.,0.81,,253,64
254,2216.974,2225.07,That we that we might be that the best way to understand physics and the universe is from a computational perspective.,0.8300000000000001,,254,64
255,2225.175,2234.405,So understanding it as an information universe and actually information being the most fundamental unit of reality,0.87,,255,64
256,2234.177,2251.545,rather than matter or energy so physicists would say you know matter or energy you know equals mc squared these are the things that are the fundamentals of the universe I'd actually say information which of course itself can be can specify energy or matter right matter is actually just you know we're,0.85,,256,64
257,2251.317,2262.051,we're just out the way our bodies and will be molecules in our body arranged this information so I think information may be the most fundamental way to describe the universe and therefore,0.76,,257,64
258,2261.823,2280.631,you could say we're in some sort of simulation because of that but I do I do I'm not I'm not really subscriber to the idea that you know these are sort of throw away billions of simulations around I think this is actually very critical and possibly unique this simulation particular one yes up but and you just mean.,0.79,,258,64
259,2281.097,2284.205,Treating the universe as a computer.,0.9,,259,65
260,2284.617,2293.028,That's processing and modifying information is a good way to solve the problems of physics of chemistry or biology,0.71,,260,66
261,2292.997,2300.238,in perhaps of humanity and so on yes I think understanding physics in terms of information Theory.,0.77,,261,66
262,2300.307,2305.361,Might be the best way to really understand what's going on here,0.87,,262,67
263,2305.214,2315.416,from our understanding of universal turing machine from our understanding of a computer do you think there's something outside of the capabilities of a computer,0.81,,263,67
264,2315.314,2317.874,that is present in our universe you have a,0.91,,264,67
265,2317.727,2325.679,this agreement with Roger pen writes all the nature of Consciousness he did he thinks that Consciousness is more than just a computation,0.7000000000000001,,265,67
266,2325.559,2338.894,do you think all of it the whole shebang is it can be can be a company I've had many fascinating debates with sir Roger Penrose and obviously he's famously and I read you know emperor's new mind and and,0.86,,266,67
267,2338.675,2346.528,and his books his classical books and they were pretty influential and the you know the 90s and he believes that there's something more.,0.9,,267,67
268,2346.507,2355.881,He had something Quantum that is needed to explain Consciousness in the brain I think about what we're doing actually it didn't mind and what my career is being,0.8300000000000001,,268,68
269,2355.689,2363.713,we're almost like two rings Champion so we are pushing Turing machines or classical computation to the limits what are the limits of what,0.78,,269,68
270,2363.503,2372.472,classical Computing can do now and at the same time I've also studied Neuroscience to see and that's why I did my PhD in was to see,0.9,,270,68
271,2372.307,2379.287,also to look at you know is there anything Quantum in the brain from a neuroscience or biological perspective and and so far,0.87,,271,68
272,2379.068,2392.412,I think most neuroscientists and most mainstream biologists a neuroscientist would say there's no evidence of any Quantum systems or effects in the brain as far as we can see it's it can be most explained by classical classical theories so.,0.78,,272,68
273,2392.833,2410.876,And then so they're sort of the the search from the biology side and then at the same time there's the raising of the water at the bar from what classical Turing machines can do and and and you know including our new AI systems and as you alluded to earlier,0.9,,273,69
274,2410.675,2417.025,you know I think Ai and especially in the last decade plus has been a continual story now surprising,0.77,,274,69
275,2416.824,2427.666,events and surprising successors knocking over one Theory after another what was thought to be impossible you know from go to protein folding and so on and so I think,0.91,,275,69
276,2427.456,2429.142,I would,0.88,,276,69
277,2428.986,2441.358,be very hesitant to bet against how far the universal turing machine and classical computation Paradigm can go and and my betting would be,0.91,,277,69
278,2441.184,2454.312,that all of certainly what's going on in our brain can probably be mimicked or approximated on a classical machine not you know not requiring something metaphysical or quantum,0.91,,278,69
279,2454.219,2464.043,and we'll get there with some of the work with Alpha fold which I think begins a journey of modeling this beautiful and complex world of biology,0.85,,279,69
280,2463.996,2473.325,so you think all the magic of the human mind comes from this just a few pounds of mush but biological computational mush,0.9,,280,69
281,2473.322,2477.016,that's akin to some of the neural networks.,0.91,,281,69
282,2477.4,2488.665,Not directly but in spirit that demand has been working with well look I think it's you say it's a few know of course it's this is the I think that the biggest Miracle of the universe is that,0.81,,282,70
283,2488.59,2501.394,it is just a few pounds of mush in our skulls and yet it's also our brains in the most complex objects in the in that we know of in the universe so there's something profoundly beautiful and amazing about our brains and I.,0.71,,283,70
284,2501.391,2502.087,Think,0.91,,284,71
285,2502.057,2513.403,that it's an incredibly incredible efficient machine and and and it's you know come phenomenon basically and I think that building a,0.87,,285,71
286,2513.346,2522.126,one of the reasons I want to build a i and I've always wanted to is I think by building an intelligent artifacts like Ai and then comparing it to the human mind,0.78,,286,71
287,2521.916,2544.776,um that will help us unlock the uniqueness and the true secrets of the mind that we've always wondered about since the dawn of History like Consciousness dreaming creativity emotions what all these things right we've wondered about them since since the dawn of humanity and I think one of the reasons and you know I love philosophy and philosophy of mind is,0.76,,287,71
288,2544.611,2556.164,we found it difficult as there haven't been the tools for us to really other than introspection to from very clever people in history very clever philosophers to really investigate this scientifically but now,0.79,,288,71
289,2556.017,2562.997,suddenly we have a plethora of tools firstly we have all of the Neuroscience tools fmri machine single cell recording all of this stuff but we also have,0.8,,289,71
290,2562.849,2570.225,the ability computers in AI to build intelligent systems so I think that.,0.91,,290,71
291,2570.222,2587.429,You know I think it is amazing what the human mind does and and and I'm kind of in awe of it really and and I think it's amazing that with our human Minds we're able to build things like computers and and actually even you know thinking investigate about these questions I think that's also Testament,0.78,,291,72
292,2587.228,2588.419,to the human mind.,0.89,,292,72
293,2588.578,2597.88,Yeah the universe built the human mind that now is building computers that help us understand both the universe and our own human mind right,0.91,,293,73
294,2597.869,2601.508,exactly it I mean I think that's one reason I one could say Where We Are.,0.71,,294,73
295,2601.631,2613.85,Maybe we're the mechanism by which the universe is going to try and understand itself yeah it's beautiful so let's let's go to the basic building blocks of biology that I think.,0.86,,295,73
296,2614.099,2622.547,Is another angle at which you can start to understand the human mind the human body which is quite a fascinating which is from the basic building blocks,0.78,,296,74
297,2622.463,2632.449,start to simulate stuck to model how from those building blocks you can construct bigger and bigger more complex systems maybe one day the entirety of the human biology so.,0.8200000000000001,,297,74
298,2632.941,2640.371,Here's another problem that thought to be impossible to solve which is protein folding and Alpha folder.,0.9,,298,75
299,2640.845,2648.941,Specific Alpha fold to did just that it's solved protein folding I think it's one of the biggest breakthroughs.,0.85,,299,76
300,2649.019,2655.558,Certainly in history structural biology but in general and in science.,0.85,,300,76
301,2656.104,2660.752,Maybe from a high-level what is it and how does it work,0.8200000000000001,,301,77
302,2660.713,2674.733,and then we can ask some fascinating show questions after sure so maybe I took splain it to people not familiar with protein folding is you know I first of all explain proteins which is you know proteins are essential to all life,0.8300000000000001,,302,77
303,2674.703,2688.785,every function in your body depends on proteins sometimes they're called the workhorses of biology and if you look into them and I've been obviously as part of alpha fold I've been researching proteins and structural biology for the last few years you know they're amazing,0.88,,303,77
304,2688.773,2695.897,little bio nanomachines proteins the incredible if you actually watch the little videos of how they work animations of how they work and,0.81,,304,77
305,2695.876,2704.485,proteins are specified by their genetic sequence called the amino acid sequence so you can think of it as their genetic makeup and then in the body.,0.79,,305,77
306,2704.527,2709.193,In nature they when they when they fold up into a 3D structure,0.91,,306,78
307,2709.191,2716.62,so you can think of it as a string of beads and then they fold up into a ball now the key thing is you want to know what that 3D structure is.,0.91,,307,78
308,2716.653,2724.164,Because the structure the 3D structure of a protein is what helps to determine what does it do the function it does in your body,0.85,,308,78
309,2723.999,2739.324,and also if you're interested in drug drugs or disease you need to understand that 3D structure because if you want to Target something with a drug compound about to block that something the proteins doing you need to understand where it's going to bind on the surface of the protein,0.91,,309,78
310,2739.249,2747.714,it's obviously 15 order to do that you need to understand the 3D structure so the structure is mapped to the function the structure is mapped to the function and the structure is obviously somehow,0.7000000000000001,,310,78
311,2747.702,2761.497,specified by the by the amino acid sequence and that's the Innocence the protein folding problem is can you just from the amino acid sequence the one-dimensional string of letters can you immediately computation you predict,0.89,,311,78
312,2761.43,2767.348,the 3D structure right and it has been a Grand Challenge in biology for over 50 years.,0.8200000000000001,,312,78
313,2767.363,2777.764,So I think it was first articulated by Christian and fincen a Nobel Prize winner 1972 as part of his Nobel prize-winning lecture and he just speculated this should be possible,0.8300000000000001,,313,78
314,2777.716,2788.08,to go from the amino acid sequence to the 3D structure be didn't say how so is it I thought you know I've been it's been described to me as equivalent of Fermat's Last Theorem but for biology,0.8,,314,78
315,2787.996,2793.743,he should have somebody that very well might win the Nobel Prize in the future but outside of that.,0.85,,315,78
316,2794.163,2800.53,You should do more of that kind of thing in the margin just put random things that will take like two hundred years solve.,0.84,,316,79
317,2800.546,2817.257,That people offer to your videos should be pastas actually and just don't give any additional actually I think everyone's exactly should be I'll have to remember that for future so yeah so he said off you know with this one throwaway remark just like fermat you know he he said off this whole 50 years,0.9,,317,79
318,2817.046,2826.061,field really of computational biology and and they had you know they got stuck they hadn't really got very far with doing this and and,0.84,,318,79
319,2826.031,2829.932,until now until Alpha folk came along this is done experimental e.,0.81,,319,79
320,2829.956,2844.272,Right very painstakingly so the rule of thumb is and you have to like crystallized the protein which is really difficult some proteins can't be crystallized like membrane proteins and then you have to use very expensive electron microscopes or x-ray crystallography machines,0.84,,320,79
321,2844.044,2847.927,really painstaking work to get the 3D structure and visualize the 3D.,0.88,,321,79
322,2848.285,2855.291,So the rule of thumb in experimental biology is that takes one PhD student their entire PhD to do one protein,0.87,,322,80
323,2855.261,2864.636,and without the full to were able to predict the 3D structure in a matter of seconds and so we were you know over Christmas,0.8,,323,80
324,2864.579,2879.174,"we did the whole human proteome or every protein in the human body or 20,000 proteins so the human proteome is like the equivalent of the human genome but on pro teams base and and sort of revolutionized really what structural biologists can do",0.84,,324,80
325,2879.171,2888.68,because now they don't have to worry about these painstaking experimental you know should they put all of that effort in or not they can almost just look up the structure of their proteins like a Google search.,0.86,,325,80
326,2888.939,2891.903,And so there's a data set on which its.,0.89,,326,81
327,2891.927,2903.435,Trained and how to map this amino acid sequence first of all it's incredible that a protein this little chemical computer is able to do that computation itself into some kind of distributed way and do it very quickly.,0.9,,327,81
328,2903.657,2907.297,That's a weird thing and they evolve that way because you know in the beginning.,0.8,,328,81
329,2907.591,2916.524,I mean that's a great invention just the protein itself I mean and then there's I think probably a history of like they evolved.,0.76,,329,82
330,2916.837,2927.372,To have many of these proteins and those proteins figure out how to be computers themselves so in such a way that you can create structures that can interact and complexes with each other in order to form.,0.9,,330,83
331,2927.468,2937.158,High-level functions and it's a weird system that they figured it out well for sure I mean we you know maybe we should talk about the origins of life too but proteins themselves I think are magical,0.89,,331,83
332,2936.993,2944.864,and incredible as I said little little bio nanomachines and and actually let Levin towel.,0.84,,332,83
333,2944.879,2957.485,Who is another scientist a contemporary of a Vinson he coined this Levin towel what became known as Levin towels Paradox which is exactly what you're saying he calculated roughly approached an average protein,0.85,,333,83
334,2957.419,2965.884,which is maybe 2000 amino acids and bases long is is can fold in maybe 10 to the power 3 hundred,0.75,,334,83
335,2965.818,2972.699,different confirmations so the 10 to the power three hundred different ways that protein could fold up and yet somehow in nature.,0.72,,335,83
336,2972.768,2978.28,Physics solves this solves this in a matter of milliseconds so proteins fold up in your body,0.85,,336,83
337,2978.169,2988.957,in you know sometimes in fractions of a second so physics is somehow solving that search problem and just to be clear in many of these cases may be correct me if I'm wrong,0.91,,337,83
338,2988.891,2990.892,there's often a unique way.,0.91,,338,83
339,2991.322,3000.975,For that sequence to form itself yesso among the huge number of possibilities yes it figures out a way how to stably.,0.77,,339,84
340,3000.999,3011.31,In some cases there's might be misfunction Miss so on which leads to a lot of the disorders and stuff like that but yes most of the time it's a unique mapping and that unique mappings that obvious no,0.77,,340,84
341,3011.189,3019.25,exactly it's just what the problem is exactly so there's a unique mapping usually in a healthy in if it's healthy and as you say in disease.,0.89,,341,84
342,3019.895,3031.61,So for example outside MERS 111 conjecture is that it's because of misfolded protein protein that folds in the wrong way amyloid-beta protein so and then because it falls in the wrong way it gets Tangled Up,0.86,,342,85
343,3031.589,3035.291,right in your end your neurons so,0.75,,343,85
344,3035.108,3051.892,it's super important to understand both healthy functioning and and also disease is to understand you know what these things are doing and how they're structuring of course the next step is sometimes proteins change shape when they interact with something so they're not just static necessarily in in biology.,0.91,,344,85
345,3052.078,3060.669,Maybe you can give some interesting sort of beautiful things to you about these early days of alpha fold of.,0.9,,345,85
346,3060.828,3065.791,Of solving this problem because unlike games this is real.,0.9,,346,85
347,3065.995,3080.546,Physical systems that are less amenable to self play type of mechanisms should the size of data set is smaller than you might otherwise likes have to be very clever about certain things is there something you could speak to,0.79,,347,86
348,3080.534,3094.346,what was very hard to solve and what are some beautiful aspects about the the solution yeah I always take a four-fold is the most complex and also probably most meaningful system we've built so far so it's been an amazing time actually in the last,0.91,,348,86
349,3094.218,3103.97,you know 23 years to see that come through because as we talked about earlier you know games is what we started on building things like alphago and Alpha 0,0.84,,349,86
350,3103.769,3122.361,but really the ultimate goal was to not just to crack games it was just to build use them to bootstrap General Learning Systems we could then apply to real-world challenges specifically my passion is scientific challenges like protein folding and then Alpha fold of course is our first big proof point of that and so,0.8300000000000001,,350,86
351,3122.16,3124.693,in terms of the data,0.75,,351,86
352,3124.528,3136.027,and the amount of innovations that had to go into it we you know it was like more than 30 different component algorithms needed to be put together to crack the protein folding I think some of the big Innovations were the,0.8300000000000001,,352,86
353,3135.826,3137.431,kind of,0.91,,353,86
354,3137.266,3150.944,building in some hard-coded constraints around physics and evolutionary biology to constrain sort of things like the bond angles in the in the in the protein and things like that.,0.91,,354,86
355,3151.256,3158.01,Along but not to impact the Learning System so still allowing the system to be able to learn the physics,0.75,,355,87
356,3157.782,3173.918,"itself from the examples that we had and the examples as you say there are only about 150 thousand proteins even after 40 Years of experimental biology only around 150,000 proteins have been the structures of being found out about so that was our training set which is",0.85,,356,87
357,3173.726,3181.974,much less than normally we would like to use but using various tricks things like self distillation so actually using,0.91,,357,87
358,3181.791,3197.323,Alpha folds predictions some of the best predictions that it thought was highly confident in we put them back into the training set right to make the training set bigger that was critical to to Alpha fold working so there was actually a huge number of different.,0.87,,358,87
359,3197.356,3201.743,Innovations like that that were required to to ultimately crack the problem.,0.91,,359,87
360,3201.93,3210.386,A four-fold one What It produced was disc 2 G so a kind of Matrix of the pairwise distances between,0.89,,360,88
361,3210.203,3217.263,all of the molecules in the in the in the protein and then there had to be a separate optimisation process too,0.88,,361,88
362,3217.026,3235.088,create the 3D structure and what we did for Alpha V uu is make it truly end-to-end so we went straight from the amino acid sequence of bases to the 3D structure directly without going through this intermediate step and in machine learning what we've always found is that,0.86,,362,88
363,3234.914,3240.408,the more end-to-end you can make it the better the system and this probably because,0.88,,363,88
364,3240.225,3258.125,we you know the in the end the system is better at learning what the constraints are then then then we are as the human designers of specifying it so anytime you can let it flow end to end and actually just generate what it is you're really looking for in this case the 3D structure you're better off than having this intermediate step which you then have to handcraft,0.81,,364,88
365,3257.924,3266.488,the next step for so it's better to let the gradients in the learning flow all the way through the system from the endpoint the end output you want to the.,0.8300000000000001,,365,88
366,3266.701,3272.294,So that's a good way to start a new problem handcraft a bunch of stuff add a bunch of Manuel constraints.,0.79,,366,88
367,3272.498,3278.767,With a small and 10 learning piece or a small learning piece and grow that learning piece until it consumes as a whole,0.78,,367,89
368,3278.701,3282.935,that's right and so you can also see you know this is a bit of a method we've,0.91,,368,89
369,3282.806,3293.882,over doing many sort of successful outfits we call them out 4X projects right is and the easiest way to see that is the evolution of alpha go to Alpha 0 so Alpha go,0.78,,369,89
370,3293.699,3297.816,was a learning system but it was specifically trained to only play Go.,0.8300000000000001,,370,89
371,3297.858,3304.72,Right so and what we wanted to do and with the first version of alphago is just get to world champion performance no matter how we did it.,0.76,,371,89
372,3304.852,3311.112,Right and then and then of course alphago zero we remove the need to use human games as a starting point.,0.86,,372,90
373,3311.127,3316.099,Right so it could just play against itself from random starting point from the beginning.,0.87,,373,90
374,3316.15,3322.869,So that removes the need for human knowledge about go and then finally Alpha 0 then generalized it so there any,0.85,,374,90
375,3322.83,3327.28,things we had in there the system including things like symmetry of the go board,0.9,,375,90
376,3327.052,3343.691,we removed so the alpha 0 could play from scratch any two player game and then mu 0 which is the final that our latest version of that set of things was then extending it so that you didn't even have to give it the rules of the game it would learn that for itself so it could also deal with computer games as well as board games,0.79,,376,90
377,3343.58,3353.009,so that line of alpha golf goes 0 Alpha 0 mu 0 that's the full trajectory of what you can take from imitation learning.,0.8,,377,90
378,3353.032,3362.245,To full self supervised learning yeah exactly and learning learning the entire structure of the environment you're put in,0.73,,378,90
379,3362.161,3374.29,from scratch right and and and and bootstrapping it through self play yourself but the thing is it would have been impossible I think all very hard for us to build Alpha 0 or mu 0 first out of the box.,0.88,,379,90
380,3374.449,3381.33,Even psychologically because you have to believe in yourself for a very long time you're constantly dealing with doubt because a lot of,0.77,,380,91
381,3381.255,3393.231,people say that it's impossible exactly so it was hard enough just to do go as you were saying everyone thought that was impossible or at least a decade away from when we when we were did it in back in 2015 24th 2016,0.75,,381,91
382,3393.156,3402.215,and and so yes it would have been psychologically probably very difficult as well as the fact that of course we learn a lot by building Alpha go first,0.9,,382,91
383,3402.194,3410.65,right so it's I think this is why I call AI and engineering science it's one of the most fascinating science disciplines but it's also an engineering science in the sense that,0.81,,383,91
384,3410.53,3424.531,unlike Natural Sciences the phenomenon you're studying doesn't exist out in nature you have to build it first so you have to build the artifact first and then you can study how and pull it apart and how it works this is tough too.,0.77,,384,91
385,3424.637,3440.547,Ask you this question because you probably will say it's everything but let's let's try let's try to think through this because you're in a very interesting position where deepmind is the place of some of the most brilliant ideas in the history of AI but it's also a place of brilliant engineering,0.81,,385,91
386,3440.345,3447.127,so how much of solving intelligence this big goal for deepmind how much of it is.,0.8300000000000001,,386,91
387,3447.196,3455.571,Science how much is engineering so how much is the algorithms how much is the data how much is the hard work compute infrastructure.,0.89,,387,91
388,3455.713,3459.064,How much is it the software computer infrastructure,0.91,,388,92
389,3458.998,3471.055,um what else is there how much is the human infrastructure and like just the humans interacting certain kinds of ways you can all as base of all those ideas and how much does maybe like philosophy how much what's the key,0.86,,389,92
390,3471.043,3472.469,if,0.91,,390,92
391,3472.871,3482.389,If you were to sort of look back like if we go forward 200 years looking back what was the key thing that solved intelligence,0.85,,391,93
392,3482.188,3495.298,is that ideas are the engineers a combination I first of all of course it's a combination of all those things but the ratios of them changed over to overtime so so even in the last 12 years we started deep mine in 2010,0.77,,392,93
393,3495.296,3500.898,which is hard to imagine now because 2010 Sony 12 short years ago but nobody was talking about AI.,0.84,,393,93
394,3500.949,3507.037,Yeah I don't remember back to your MIT days ago you no one was talking about it I did a postdoc at MIT back around then,0.81,,394,93
395,3506.908,3513.069,and it was sort of thought of as well look we know AI doesn't work we tried this hard in the 90s at places like MIT,0.87,,395,93
396,3512.895,3523.17,mostly losing using logic systems and old-fashioned sort of good old-fashioned AI we would call it now people like Minsky and and Patrick Winston and you know all these characters right and,0.86,,396,93
397,3523.041,3529.453,he's the debate a few of them and they used to think I was mad thinking about that some new Advanced could be done with learning systems.,0.9,,397,93
398,3529.468,3537.78,I was actually pleased to hear that because at least you know you're on a unique track at that point right even if every all of your you know Professor the tells you you're mad sure,0.88,,398,93
399,3537.723,3542.857,and of course in Industry you can we couldn't get you know difficult to get two cents together,0.88,,399,93
400,3542.836,3551.112,and which is hard to imagine now as well given this the biggest sort of buzzword in VCS and fundraising ZZ and all these kind of things today so.,0.84,,400,93
401,3551.541,3557.189,Back in 2010 it was very difficult and what we the reason we started then and Shane and I used to discuss,0.87,,401,94
402,3557.105,3564.652,um what was the sort of founding tenants of deepmind and it was various things one was algorithmic advances,0.74,,402,94
403,3564.532,3573.996,so deep learning you know Geoff Hinton and courage just had just sort of invented that in Academia but no one in Industry knew about it we love reinforcement learning we thought that could be scaled up.,0.86,,403,94
404,3574.128,3582.539,But also understanding about the human brain had Advanced quite a lot in the decade prior with fmri machines and other things so we could get some.,0.91,,404,95
405,3582.653,3590.777,Good hints about architectures and algorithms and and and sort of representations may be that the brain uses so as at a systems level,0.84,,405,95
406,3590.773,3595.692,no add a implementation level and then the other big things were.,0.73,,406,95
407,3595.725,3604.388,And gpus right so we could see a compute was going to be really useful and I got to a place where it become commoditized mostly through the games industry.,0.79,,407,95
408,3604.403,3613.498,And and that could be taken advantage of and then the final thing was also mathematical and theoretical definitions of intelligence so things like aixi a like see,0.91,,408,95
409,3613.459,3620.862,which Shane worked on with his supervisor markets hotel which is sort of theoretical proof really of universal intelligence.,0.76,,409,95
410,3620.868,3629.027,Which is actually reinforcement learning system in the limit I mean it seems infinite Computing infinite memory in the way through you know like a turing machine Prius,0.86,,410,95
411,3628.79,3631.944,but I was also waiting to see something like that too,0.88,,411,95
412,3631.707,3640.496,you know like Turing machines and and computation Theory they're people like cheering and Shannon came up with underpins modern computer science,0.81,,412,95
413,3640.268,3651.047,you know I was waiting for a theory like that to sort of underpin a GI research so when I you know met Shane and so he was working on something like that you know that to me was a sort of final piece of the jigsaw so.,0.78,,413,95
414,3651.278,3653.477,In the early days I would say that,0.86,,414,96
415,3653.276,3670.59,ideas where the most important you know and for us it was deep reinforcement learning scaling up deep learning of course we've seen Transformers so huge leaps I would say like 3 or 4 from 4 if you think from 2010 till now huge Evolution seems like alphago,0.87,,415,96
416,3670.479,3674.263,and and and maybe there's a few more still needed.,0.91,,416,96
417,3674.62,3681.879,As we get closer to a i AGI I think it will engineering becomes more and more important and data,0.8,,417,97
418,3681.858,3690.828,because scale and of course the recent you know results are gp3 in all the big language models and large models including our ones has shown that scale,0.85,,418,97
419,3690.654,3699.182,is a is a large models are clearly going to be a necessary but perhaps not sufficient part of an AGI solution and,0.91,,419,97
420,3698.99,3707.572,throughout that like you said and I'd like to give you a big thank-you you're one of the Pioneers in this is sticking by ideas like,0.79,,420,97
421,3707.47,3712.289,reinforcement learning that this can actually work given oxygen.,0.9,,421,97
422,3712.466,3720.571,Limited success in the past and also which we still don't know but proudly.,0.91,,422,97
423,3720.658,3729.546,Having the best researchers in the world and talking about solving intelligence so talking about whatever you call it a GI or something like this.,0.91,,423,97
424,3729.588,3741.402,That's speaking of MIT that's that's just something not you wouldn't bring up no not not maybe you did in like 40 50 years ago but that was.,0.71,,424,97
425,3741.76,3750.09,Um a I was a place where you do tinkering very small-scale not very ambitious projects and,0.81,,425,98
426,3749.988,3759.407,maybe the biggest ambitious projects were in the space of Robotics and doing like the DARPA challenge so the task of solving intelligence and believing you can.,0.89,,426,98
427,3759.593,3768.652,That's really really powerful so in order for engineering to do its work to have great engineers build great systems you have to have that belief,0.87,,427,98
428,3768.55,3782.011,the threads throughout the whole thing that you can actually solve some of these impossible challenges yeah that's right and and back in 2010 you know our mission statement and still is today you know it was used to be solving Step 1 solve intelligence.,0.86,,428,98
429,3782.045,3786.648,Up to use it to solve everything else yes so if you can imagine pitching that to a VC in 2010.,0.8200000000000001,,429,98
430,3786.717,3792.355,You know the kind of looks we got we managed to you know find a few key people to backups but,0.8,,430,98
431,3792.226,3806.039,it was it was Ricky and I got to the point where we wouldn't mention it to any of our professors because they would just I roll and think we you know committed career suicide and and and and you know so it was there's a lot of things that we had to do.,0.87,,431,98
432,3806.288,3812.934,We always believed it and once reason you know by the way one reason we I believe I've always believed in reinforcement learning is that.,0.8300000000000001,,432,99
433,3813.291,3816.328,If you look at Neuroscience that is the way,0.8,,433,100
434,3816.154,3829.102,that the you know primate brain learns one of the main mechanisms is the dopamine system Implement some form of TD learning has very famous result in the late 90s where they saw this in monkeys and and as you know,0.84,,434,100
435,3829.01,3832.685,probably game prediction error so we you know again in the limit,0.8,,435,100
436,3832.664,3840.49,this is this is what I think you can use Neuroscience for is is you know any at mathematics you when you're when you're doing something as ambitious as trying to solve intelligence,0.8,,436,100
437,3840.425,3848.89,and you're you know it's blue sky research no one knows how to do it you you you need to use any evidence or any source of information you can to help,0.84,,437,100
438,3848.887,3860.349,guide you in the right direction or give you confidence you're going in the right direction so that was one reason we push so hard on that and I think it's just going back to your earlier question about organization the other big thing,0.89,,438,100
439,3860.121,3870.765,that I think we innovated with it deepmind to encourage invention and and and Innovation was the multidisciplinary organization we built and we still have today so,0.73,,439,100
440,3870.555,3879.875,deepmind originally was a Confluence of the of the most cutting-edge knowledge in Neuroscience with machine learning engineering and Mathematics right and gaming.,0.88,,440,100
441,3879.962,3882.711,And then since then we built that out even further,0.91,,441,101
442,3882.627,3890.237,so we have philosophers here and and bioethicists but also other types of scientists physicists and so on and that's what,0.91,,442,101
443,3890.081,3895.935,brings together I tried to build a sort of new type of bell Labs but in his Golden Era,0.81,,443,101
444,3895.743,3914.831,right and and a new expression of that to try and Foster this incredible sort of innovation machine so talking about the humans in the machine we're the Mind itself is a learning machine with a lot of amazing human Minds in it coming together to try and build these learning systems,0.84,,444,101
445,3914.711,3924.248,if we return to the big ambitious dream of alpha fold that maybe the early steps on a very long journey,0.8300000000000001,,445,101
446,3924.173,3927.011,in in biology.,0.78,,446,101
